Customer_ID,Customer_Name,Gender,Age,City,State,Country,Customer_Segment,Signup_Date
CUST-00143,Riya Iyer,Female,44,Delhi,Delhi,India,Consumer,2025-03-08
CUST-00144,Akash Mehta,Male,24,Mumbai,Maharashtra,India,Consumer,2022-10-03
CUST-00145,Deepak Das,Male,38,Bengaluru,Karnataka,India,Corporate,2025-01-28
CUST-00146,Aarav Agarwal,Male,30,Kochi,Kerala,India,Consumer,2024-09-15
CUST-00147,Shreya Patel,Female,45,Mumbai,Maharashtra,India,Consumer,2022-08-07
CUST-00148,Deepak Banerjee,Male,56,Gurugram,Haryana,India,Consumer,2025-11-07
CUST-00149,Vivek Patel,Male,31,Bengaluru,Karnataka,India,Consumer,2023-04-01
CUST-00150,Kunal Iyer,Male,29,Delhi,Delhi,India,Consumer,2022-07-21
CUST-00151,Siddharth Jain,Male,45,Chennai,Tamil Nadu,India,Small Business,2024-06-02
CUST-00152,Kunal Reddy,Male,48,Lucknow,Uttar Pradesh,India,Consumer,2024-08-19
CUST-00153,Priya Kulkarni,Female,52,Surat,Gujarat,India,Consumer,2025-06-25
CUST-00154,Arjun Srinivasan,Male,41,Mumbai,Maharashtra,India,Consumer,2023-11-26
CUST-00155,Aanya Singh,Female,46,Chennai,Tamil Nadu,India,Corporate,2022-08-24
CUST-00156,Nisha Pandey,Female,37,Mumbai,Maharashtra,India,Small Business,2023-01-13
CUST-00157,Akash Pandey,Male,32,Bengaluru,Karnataka,India,Small Business,2024-05-19
CUST-00158,Karan Mehta,Male,37,Gurugram,Haryana,India,Consumer,2025-12-03
CUST-00159,Shreya Nair,Female,36,Coimbatore,Tamil Nadu,India,Consumer,2023-02-27
CUST-00160,Isha Das,Female,29,Hyderabad,Telangana,India,Small Business,2025-02-06
CUST-00161,Tanvi Singh,Female,46,Kolkata,West Bengal,India,Consumer,2023-10-31
CUST-00162,Divya Srinivasan,Female,34,Mumbai,Maharashtra,India,Small Business,2023-11-28
CUST-00163,Aman Roy,Male,22,Gurugram,Haryana,India,Small Business,2022-01-07
CUST-00164,Ankit Das,Male,26,Mumbai,Maharashtra,India,Consumer,2025-01-11
CUST-00165,Deepak यादव,Male,47,Pune,Maharashtra,India,Small Business,2023-06-24
CUST-00166,Divya Patel,Female,30,Jaipur,Rajasthan,India,Small Business,2025-03-15
CUST-00167,Pranav Kulkarni,Male,52,Gurugram,Haryana,India,Small Business,2022-07-22
CUST-00168,Meera Mishra,Female,57,Patna,Bihar,India,Consumer,2023-12-09
CUST-00169,Yash Iyer,Male,36,Jaipur,Rajasthan,India,Consumer,2023-02-24
CUST-00170,Aryan Das,Male,31,Siliguri,West Bengal,India,Consumer,2025-02-09
CUST-00171,Rahul Singh,Male,37,Bengaluru,Karnataka,India,Small Business,2023-02-19
CUST-00172,Deepak Sharma,Male,50,Pune,Maharashtra,India,Consumer,2024-01-26
CUST-00173,Karan Das,Male,43,Raipur,Chhattisgarh,India,Consumer,2024-04-07
CUST-00174,Deepak Roy,Male,28,Hyderabad,Telangana,India,Small Business,2022-03-26
CUST-00175,Isha Reddy,Female,50,Mumbai,Maharashtra,India,Consumer,2023-12-14
CUST-00176,Tanvi Khanna,Female,37,Lucknow,Uttar Pradesh,India,Consumer,2025-05-29
CUST-00177,Vaishnavi Mehta,Female,36,Surat,Gujarat,India,Consumer,2024-11-19
CUST-00178,Tanvi Nair,Female,46,Pune,Maharashtra,India,Consumer,2025-07-21
CUST-00179,Akash Patel,Male,42,Mumbai,Maharashtra,India,Consumer,2024-02-07
CUST-00180,Anushka Mehta,Female,38,Chennai,Tamil Nadu,India,Consumer,2023-10-29
CUST-00181,Deepak Mukherjee,Male,30,Mumbai,Maharashtra,India,Consumer,2024-10-27
CUST-00182,Priya Singh,Female,24,Kolkata,West Bengal,India,Small Business,2024-04-08
CUST-00183,Meera Patel,Female,28,Mumbai,Maharashtra,India,Consumer,2024-03-23
CUST-00184,Ananya Gupta,Female,50,Delhi,Delhi,India,Small Business,2023-08-14
CUST-00185,Tanvi Kulkarni,Female,30,Surat,Gujarat,India,Consumer,2024-12-24
CUST-00186,Isha Gupta,Female,23,Kochi,Kerala,India,Small Business,2022-08-23
CUST-00187,Priya Singh,Female,41,Bengaluru,Karnataka,India,Corporate,2023-01-08
CUST-00188,Ananya Iyer,Female,27,Guwahati,Assam,India,Consumer,2023-10-10
CUST-00189,Rahul Banerjee,Male,34,Delhi,Delhi,India,Small Business,2024-02-12
CUST-00190,Arjun Roy,Male,29,Bengaluru,Karnataka,India,Consumer,2022-12-23
CUST-00191,Kunal Bhat,Male,51,Jaipur,Rajasthan,India,Consumer,2025-03-04
CUST-00192,Harsh Agarwal,Male,41,Pune,Maharashtra,India,Consumer,2024-08-26
CUST-00193,Riya Roy,Female,45,Mumbai,Maharashtra,India,Consumer,2023-08-04
CUST-00194,Manish Chatterjee,Male,58,Coimbatore,Tamil Nadu,India,Consumer,2023-02-10
CUST-00195,Kunal Reddy,Male,36,Kolkata,West Bengal,India,Small Business,2023-12-08
CUST-00196,Aadi Chatterjee,Other,35,Mumbai,Maharashtra,India,Consumer,2022-06-27
CUST-00197,Aanya Srinivasan,Female,61,Kolkata,West Bengal,India,Consumer,2023-12-02
CUST-00198,Aanya Khanna,Female,34,Hyderabad,Telangana,India,Corporate,2024-01-31
CUST-00199,Aryan Singh,Male,35,Hyderabad,Telangana,India,Consumer,2022-05-04
CUST-00200,Isha Pandey,Female,31,Hyderabad,Telangana,India,Small Business,2023-06-25
CUST-00201,Aditya Banerjee,Male,42,Visakhapatnam,Andhra Pradesh,India,Consumer,2023-05-14
CUST-00202,Ahan Shah,Other,46,Coimbatore,Tamil Nadu,India,Consumer,2022-04-17
CUST-00203,Pooja Khanna,Female,34,Bengaluru,Karnataka,India,Small Business,2023-01-30
CUST-00204,Dev Nair,Male,38,Pune,Maharashtra,India,Consumer,2023-06-20
CUST-00205,Karan Pandey,Male,37,Bengaluru,Karnataka,India,Consumer,2025-08-21
CUST-00206,Mohit Bhat,Male,49,Bengaluru,Karnataka,India,Consumer,2023-09-14
CUST-00207,Mohit Verma,Male,31,Gurugram,Haryana,India,Consumer,2022-06-26
CUST-00208,Aarya Pandey,Other,40,Kolkata,West Bengal,India,Small Business,2025-01-24
CUST-00209,Meera Sharma,Female,48,Pune,Maharashtra,India,Consumer,2023-05-19
CUST-00210,Anjali Banerjee,Female,35,Hyderabad,Telangana,India,Small Business,2024-07-07
CUST-00211,Meera Mishra,Female,43,Hyderabad,Telangana,India,Small Business,2023-01-02
CUST-00212,Divya Bhat,Female,24,Chennai,Tamil Nadu,India,Small Business,2024-09-29
CUST-00213,Anushka Mehta,Female,38,Gurugram,Haryana,India,Consumer,2024-02-06
CUST-00214,Vivek Sharma,Male,54,Lucknow,Uttar Pradesh,India,Corporate,2024-05-26
CUST-00215,Vaishnavi Mishra,Female,36,Kolkata,West Bengal,India,Consumer,2022-10-29
CUST-00216,Isha Pandey,Female,29,Bhubaneswar,Odisha,India,Consumer,2022-07-23
CUST-00217,Sandeep Pandey,Male,29,Mumbai,Maharashtra,India,Consumer,2025-01-26
CUST-00218,Kavya यादव,Female,44,Srinagar,Jammu and Kashmir,India,Small Business,2022-04-13
CUST-00219,Kunal Srinivasan,Male,29,Lucknow,Uttar Pradesh,India,Consumer,2022-11-02
CUST-00220,Harsh यादव,Male,42,Siliguri,West Bengal,India,Consumer,2022-07-28
CUST-00221,Aditi Sharma,Female,35,Delhi,Delhi,India,Consumer,2023-06-26
CUST-00222,Vaishnavi Patel,Female,35,Lucknow,Uttar Pradesh,India,Consumer,2022-04-17
CUST-00223,Rohan Gupta,Male,42,Pune,Maharashtra,India,Consumer,2024-05-05
CUST-00224,Nikhil Shah,Male,36,Coimbatore,Tamil Nadu,India,Consumer,2022-01-15
CUST-00225,Deepika Pandey,Female,28,Ahmedabad,Gujarat,India,Consumer,2022-08-22
CUST-00226,Pooja Patel,Female,34,Bengaluru,Karnataka,India,Consumer,2022-10-03
CUST-00227,Meera Kapoor,Female,25,Coimbatore,Tamil Nadu,India,Corporate,2025-06-28
CUST-00228,Aditi Bhat,Female,26,Visakhapatnam,Andhra Pradesh,India,Small Business,2024-01-12
CUST-00229,Pranav Chatterjee,Male,30,Lucknow,Uttar Pradesh,India,Consumer,2023-10-17
CUST-00230,Pranav Verma,Male,35,Jaipur,Rajasthan,India,Small Business,2025-02-12
CUST-00231,Shreya Kulkarni,Female,24,Kolkata,West Bengal,India,Consumer,2025-06-25
CUST-00232,Nisha Roy,Female,42,Jaipur,Rajasthan,India,Corporate,2023-06-23
CUST-00233,Deepika Gupta,Female,41,Delhi,Delhi,India,Small Business,2023-07-23
CUST-00234,Shreya Nair,Female,28,Delhi,Delhi,India,Small Business,2024-12-28
CUST-00235,Pooja Patel,Female,33,Patna,Bihar,India,Small Business,2023-12-09
CUST-00236,Pooja Banerjee,Female,30,Bengaluru,Karnataka,India,Corporate,2025-03-16
CUST-00237,Vikas Patel,Male,39,Mumbai,Maharashtra,India,Consumer,2023-03-04
CUST-00238,Sandeep Mishra,Male,37,Kochi,Kerala,India,Consumer,2024-02-21
CUST-00239,Aditya Mishra,Male,43,Delhi,Delhi,India,Consumer,2024-02-01
CUST-00240,Dev Mehta,Male,24,Hyderabad,Telangana,India,Consumer,2024-08-21
CUST-00241,Dev यादव,Male,24,Lucknow,Uttar Pradesh,India,Consumer,2024-10-28
CUST-00242,Dev Bhat,Male,32,Goa,Goa,India,Consumer,2024-10-23
CUST-00243,Meera Shah,Female,36,Ranchi,Jharkhand,India,Small Business,2023-04-25
CUST-00244,Kunal Banerjee,Male,20,Delhi,Delhi,India,Corporate,2022-04-21
CUST-00245,Pooja Das,Female,28,Chennai,Tamil Nadu,India,Small Business,2023-09-16
CUST-00246,Aman Sharma,Male,40,Kolkata,West Bengal,India,Consumer,2023-06-19
CUST-00247,Mohit Kapoor,Male,61,Gurugram,Haryana,India,Consumer,2022-03-02
CUST-00248,Anjali Kapoor,Female,25,Gurugram,Haryana,India,Consumer,2024-09-28
CUST-00249,Nisha Singh,Female,53,Kolkata,West Bengal,India,Consumer,2023-09-01
CUST-00250,Kriti Banerjee,Female,30,Delhi,Delhi,India,Small Business,2024-12-15
CUST-00251,Kriti Patel,Female,40,Chennai,Tamil Nadu,India,Consumer,2023-07-11
CUST-00252,Riya Chatterjee,Female,40,Bengaluru,Karnataka,India,Consumer,2023-09-29
CUST-00253,Priya Shah,Female,32,Ranchi,Jharkhand,India,Corporate,2022-08-26
CUST-00254,Shreya Roy,Female,31,Chandigarh,Chandigarh,India,Small Business,2025-01-19
CUST-00255,Aashi Srinivasan,Other,40,Jaipur,Rajasthan,India,Consumer,2023-01-22
CUST-00256,Nisha Sharma,Female,28,Kolkata,West Bengal,India,Small Business,2023-03-03
CUST-00257,Aryan Chatterjee,Male,32,Pune,Maharashtra,India,Consumer,2025-11-13
CUST-00258,Ananya Gupta,Female,32,Visakhapatnam,Andhra Pradesh,India,Corporate,2025-08-25
CUST-00259,Yash Mehta,Male,29,Visakhapatnam,Andhra Pradesh,India,Consumer,2023-11-07
CUST-00260,Aryan Reddy,Male,25,Bengaluru,Karnataka,India,Small Business,2023-02-02
CUST-00261,Kriti Iyer,Female,35,Raipur,Chhattisgarh,India,Corporate,2024-09-04
CUST-00262,Isha Bhat,Female,42,Coimbatore,Tamil Nadu,India,Consumer,2022-12-30
CUST-00263,Aditi Pandey,Female,38,Indore,Madhya Pradesh,India,Small Business,2022-04-23
CUST-00264,Kavya Jain,Female,52,Hyderabad,Telangana,India,Consumer,2025-07-30
CUST-00265,Harsh Jain,Male,34,Kolkata,West Bengal,India,Consumer,2025-04-12
CUST-00266,Arjun Agarwal,Male,55,Delhi,Delhi,India,Corporate,2023-07-17
CUST-00267,Nisha Khanna,Female,24,Bengaluru,Karnataka,India,Consumer,2023-07-20
CUST-00268,Vivek Mehta,Male,37,Jaipur,Rajasthan,India,Consumer,2024-06-21
CUST-00269,Aman Chatterjee,Male,41,Delhi,Delhi,India,Consumer,2023-06-19
CUST-00270,Anjali यादव,Female,31,Pune,Maharashtra,India,Consumer,2025-07-21
CUST-00271,Pranav Mehta,Male,36,Gurugram,Haryana,India,Consumer,2023-12-19
CUST-00272,Saanvi Agarwal,Female,28,Chennai,Tamil Nadu,India,Consumer,2025-05-26
CUST-00273,Aadi Banerjee,Other,55,Bengaluru,Karnataka,India,Consumer,2023-07-04
CUST-00274,Rohan Nair,Male,44,Delhi,Delhi,India,Small Business,2022-03-16
CUST-00275,Rahul Mukherjee,Male,44,Gurugram,Haryana,India,Consumer,2022-02-27
CUST-00276,Divya Iyer,Female,40,Indore,Madhya Pradesh,India,Consumer,2025-10-16
CUST-00277,Nikhil Kapoor,Male,36,Delhi,Delhi,India,Corporate,2023-08-21
CUST-00278,Anjali Verma,Female,40,Gurugram,Haryana,India,Consumer,2023-09-10
CUST-00279,Aman Gupta,Male,55,Chandigarh,Chandigarh,India,Small Business,2025-04-29
CUST-00280,Nisha Gupta,Female,55,Hyderabad,Telangana,India,Consumer,2024-04-09
CUST-00281,Kunal Mukherjee,Male,46,Lucknow,Uttar Pradesh,India,Consumer,2023-05-28
CUST-00282,Nikhil Roy,Male,34,Chandigarh,Chandigarh,India,Consumer,2025-03-17
CUST-00283,Kunal यादव,Male,36,Bhubaneswar,Odisha,India,Corporate,2024-10-14
CUST-00284,Aman Iyer,Male,28,Kolkata,West Bengal,India,Small Business,2025-09-21
CUST-00285,Rohan Mukherjee,Male,36,Bengaluru,Karnataka,India,Consumer,2022-11-29
CUST-00286,Manish Reddy,Male,30,Surat,Gujarat,India,Consumer,2022-12-28
CUST-00287,Ankit Chatterjee,Male,27,Chennai,Tamil Nadu,India,Consumer,2025-06-29
CUST-00288,Meera यादव,Female,42,Kolkata,West Bengal,India,Consumer,2025-07-29
CUST-00289,Vaishnavi Verma,Female,44,Kolkata,West Bengal,India,Small Business,2023-04-21
CUST-00290,Neha Khanna,Female,32,Mumbai,Maharashtra,India,Consumer,2023-04-14
CUST-00291,Avni Mukherjee,Other,39,Surat,Gujarat,India,Corporate,2025-07-07
CUST-00292,Mohit Agarwal,Male,37,Delhi,Delhi,India,Consumer,2023-07-19
CUST-00293,Saanvi Mukherjee,Female,31,Lucknow,Uttar Pradesh,India,Consumer,2024-08-25
